,Warehouse_block,Mode_of_shipment,Customer_care_calls,Customer_rating,Cost_of_the_product_($),Prior_purchases,Prior_purchases_interval,Product_importance,Gender,Discount_offered_($),Discount_interval,Weight_in_gms,Weight_Category,Reached_on_Time_(0/1),Revenue_($)
8235,B,Flight,4,3,211,8,2 - 4,Medium,F,6,4 - 10,5583,Large,0,205
8236,C,Flight,5,1,264,6,2 - 4,High,F,4,0 - 4,5337,Large,0,260
8237,E,Ship,6,1,217,4,2 - 4,Medium,M,3,0 - 4,5571,Large,0,214
8238,D,Ship,5,3,145,3,2 - 4,Low,M,3,0 - 4,4077,Medium,1,142
8239,E,Ship,3,2,185,4,2 - 4,Low,M,6,4 - 10,5854,Large,0,179
8240,A,Ship,4,4,221,10,> 4,High,M,6,4 - 10,5582,Large,1,215
8241,B,Ship,4,5,208,3,2 - 4,Low,F,8,4 - 10,4632,Medium,0,200
8242,C,Ship,4,5,260,2,0 - 2,Medium,M,2,0 - 4,5368,Large,0,258
8243,E,Ship,4,4,177,7,2 - 4,Low,F,3,0 - 4,5646,Large,1,174
8244,D,Ship,4,1,144,4,2 - 4,Low,F,10,> 10,4175,Medium,0,134
8245,E,Ship,3,5,174,2,0 - 2,Low,F,4,0 - 4,5692,Large,0,170
8246,A,Ship,3,2,215,4,2 - 4,High,M,1,0 - 4,4158,Medium,0,214
8247,B,Ship,4,5,270,10,> 4,Medium,M,9,4 - 10,5085,Large,1,261
8248,C,Ship,3,4,209,2,0 - 2,High,M,10,> 10,4540,Medium,0,199
8249,E,Ship,5,1,103,5,2 - 4,Low,F,10,> 10,5413,Large,1,93
8250,D,Ship,5,1,184,3,2 - 4,Low,F,10,> 10,4674,Medium,1,174
8251,E,Ship,5,3,226,2,0 - 2,High,F,6,4 - 10,5033,Large,0,220
8252,A,Ship,5,2,158,3,2 - 4,Low,M,4,0 - 4,4324,Medium,0,154
8253,B,Ship,3,2,274,2,0 - 2,High,M,2,0 - 4,5029,Large,0,272
8254,C,Ship,3,4,245,3,2 - 4,Medium,F,7,4 - 10,5429,Large,0,238
8255,E,Ship,5,3,254,6,2 - 4,Low,M,8,4 - 10,1932,Small,0,246
8256,D,Ship,5,3,252,5,2 - 4,Low,M,2,0 - 4,1312,Small,1,250
8257,E,Ship,6,4,254,4,2 - 4,Low,M,2,0 - 4,1174,Small,0,252
8258,A,Ship,4,3,263,5,2 - 4,Low,F,10,> 10,1762,Small,0,253
8259,B,Ship,5,1,256,5,2 - 4,Low,F,5,4 - 10,1970,Small,0,251
8260,C,Ship,6,5,264,4,2 - 4,Medium,F,9,4 - 10,1922,Small,1,255
8261,E,Ship,4,2,237,5,2 - 4,Low,M,6,4 - 10,1734,Small,1,231
8262,D,Ship,4,1,226,5,2 - 4,Medium,F,2,0 - 4,1912,Small,0,224
8263,E,Ship,7,1,289,4,2 - 4,Low,F,4,0 - 4,1543,Small,1,285
8264,A,Ship,7,1,281,4,2 - 4,Low,F,9,4 - 10,1235,Small,0,272
8265,B,Ship,5,5,258,5,2 - 4,Low,M,6,4 - 10,1068,Small,1,252
8266,C,Ship,6,4,263,4,2 - 4,Low,M,3,0 - 4,1276,Small,0,260
8267,E,Ship,5,3,245,5,2 - 4,Low,F,1,0 - 4,1605,Small,0,244
8268,D,Ship,7,3,296,4,2 - 4,Medium,F,7,4 - 10,1427,Small,0,289
8269,E,Ship,7,4,286,4,2 - 4,Low,M,3,0 - 4,1262,Small,1,283
8270,A,Ship,6,3,252,2,0 - 2,Low,M,6,4 - 10,1470,Small,1,246
8271,B,Ship,6,5,301,4,2 - 4,Low,F,4,0 - 4,1707,Small,1,297
8272,C,Ship,7,4,290,4,2 - 4,Low,F,10,> 10,1886,Small,1,280
8273,E,Ship,7,2,247,4,2 - 4,Medium,F,9,4 - 10,1096,Small,1,238
8274,D,Ship,3,1,138,3,2 - 4,Medium,F,2,0 - 4,4766,Large,1,136
8275,E,Ship,5,4,262,3,2 - 4,Medium,F,6,4 - 10,4428,Medium,0,256
8276,A,Ship,4,2,245,3,2 - 4,Low,F,5,4 - 10,5226,Large,0,240
8277,B,Ship,3,1,224,3,2 - 4,Low,F,1,0 - 4,4862,Large,1,223
8278,C,Ship,3,1,186,2,0 - 2,Low,F,1,0 - 4,5054,Large,1,185
8279,E,Ship,4,1,282,4,2 - 4,Medium,M,10,> 10,5065,Large,0,272
8280,D,Ship,5,4,266,3,2 - 4,Low,M,2,0 - 4,5260,Large,1,264
8281,E,Ship,4,5,256,4,2 - 4,Low,F,8,4 - 10,5244,Large,1,248
8282,A,Ship,3,1,155,3,2 - 4,Medium,F,7,4 - 10,5709,Large,0,148
8283,B,Ship,2,5,142,3,2 - 4,High,M,10,> 10,5174,Large,0,132
8284,C,Ship,6,5,229,8,2 - 4,Medium,F,2,0 - 4,4271,Medium,1,227
8285,E,Ship,4,3,211,8,2 - 4,Medium,F,3,0 - 4,4550,Medium,0,208
8286,D,Ship,5,5,264,6,2 - 4,High,M,8,4 - 10,4644,Medium,1,256
8287,E,Ship,6,4,217,4,2 - 4,Medium,F,4,0 - 4,4247,Medium,1,213
8288,A,Ship,5,4,145,3,2 - 4,Low,M,2,0 - 4,4492,Medium,1,143
8289,B,Ship,3,5,185,4,2 - 4,Low,M,9,4 - 10,5704,Large,0,176
8290,C,Ship,4,5,221,10,> 4,High,M,9,4 - 10,4646,Medium,0,212
8291,E,Ship,4,2,208,3,2 - 4,Low,M,8,4 - 10,4342,Medium,0,200
8292,D,Ship,4,4,260,2,0 - 2,Medium,M,6,4 - 10,4474,Medium,0,254
8293,E,Ship,4,5,177,7,2 - 4,Low,F,2,0 - 4,4299,Medium,0,175
8294,A,Ship,4,1,144,4,2 - 4,Low,M,8,4 - 10,4970,Large,0,136
8295,B,Ship,3,3,174,2,0 - 2,Low,F,1,0 - 4,5556,Large,0,173
8296,C,Ship,3,2,215,4,2 - 4,High,M,2,0 - 4,4673,Medium,1,213
8297,E,Ship,4,1,270,10,> 4,Medium,F,5,4 - 10,5494,Large,1,265
8298,D,Ship,3,4,209,2,0 - 2,High,F,5,4 - 10,4363,Medium,0,204
8299,E,Ship,5,1,103,5,2 - 4,Low,M,3,0 - 4,4966,Large,0,100
8300,A,Ship,5,2,184,3,2 - 4,Low,F,4,0 - 4,4552,Medium,0,180
8301,B,Ship,5,3,226,2,0 - 2,High,F,2,0 - 4,4219,Medium,0,224
8302,C,Ship,5,4,158,3,2 - 4,Low,F,10,> 10,4670,Medium,1,148
8303,E,Ship,3,1,274,2,0 - 2,High,M,2,0 - 4,4352,Medium,0,272
8304,D,Ship,3,2,245,3,2 - 4,Medium,F,7,4 - 10,4121,Medium,0,238
8305,E,Ship,5,4,254,6,2 - 4,Low,M,4,0 - 4,1850,Small,1,250
8306,A,Ship,5,4,252,5,2 - 4,Low,M,9,4 - 10,1133,Small,1,243
8307,B,Ship,6,2,254,4,2 - 4,Low,F,9,4 - 10,1626,Small,0,245
8308,C,Ship,4,1,263,5,2 - 4,Low,M,3,0 - 4,1777,Small,0,260
8309,E,Ship,5,5,256,5,2 - 4,Low,F,10,> 10,1333,Small,1,246
8310,D,Ship,6,3,264,4,2 - 4,Medium,M,5,4 - 10,1397,Small,0,259
8311,E,Ship,4,1,237,5,2 - 4,Low,F,5,4 - 10,1041,Small,0,232
8312,A,Ship,4,1,226,5,2 - 4,Medium,M,6,4 - 10,1723,Small,0,220
8313,B,Ship,7,4,289,4,2 - 4,Low,M,1,0 - 4,1657,Small,0,288
8314,C,Ship,7,2,281,4,2 - 4,Low,F,6,4 - 10,1118,Small,1,275
8315,E,Ship,5,5,258,5,2 - 4,Low,F,10,> 10,1719,Small,1,248
8316,D,Ship,6,5,263,4,2 - 4,Low,M,10,> 10,1669,Small,0,253
8317,E,Ship,5,3,245,5,2 - 4,Low,F,10,> 10,1112,Small,0,235
8318,A,Ship,7,3,296,4,2 - 4,Medium,F,2,0 - 4,1304,Small,1,294
8319,B,Ship,7,3,286,4,2 - 4,Low,M,2,0 - 4,1712,Small,1,284
8320,C,Ship,6,5,299,4,2 - 4,Low,F,1,0 - 4,1629,Small,1,298
8321,E,Ship,6,4,253,4,2 - 4,Medium,M,10,> 10,1248,Small,0,243
8322,D,Ship,7,5,269,4,2 - 4,Medium,F,9,4 - 10,1835,Small,0,260
8323,E,Ship,5,1,267,5,2 - 4,Medium,F,3,0 - 4,1194,Small,1,264
8324,A,Ship,5,4,226,5,2 - 4,Medium,F,4,0 - 4,1518,Small,0,222
8325,B,Ship,6,4,278,4,2 - 4,Low,M,3,0 - 4,1141,Small,1,275
8326,C,Ship,4,4,232,5,2 - 4,Medium,M,2,0 - 4,1386,Small,0,230
8327,E,Ship,6,4,287,4,2 - 4,Low,F,5,4 - 10,1972,Small,1,282
8328,D,Ship,4,2,228,5,2 - 4,Low,M,6,4 - 10,1718,Small,0,222
8329,E,Ship,5,1,232,5,2 - 4,Low,M,4,0 - 4,1776,Small,0,228
8330,A,Road,6,5,308,4,2 - 4,Low,M,8,4 - 10,1569,Small,1,300
8331,B,Road,7,5,287,4,2 - 4,Low,F,8,4 - 10,1748,Small,0,279
8332,C,Road,6,3,246,4,2 - 4,Medium,F,8,4 - 10,1741,Small,0,238
8333,E,Road,4,1,262,6,2 - 4,Low,M,1,0 - 4,1627,Small,1,261
8334,D,Road,6,4,275,4,2 - 4,Low,M,10,> 10,1005,Small,0,265
8335,E,Road,5,4,236,5,2 - 4,Medium,F,2,0 - 4,1664,Small,1,234
8336,A,Road,5,2,221,6,2 - 4,Medium,M,2,0 - 4,1781,Small,1,219
8337,B,Road,5,4,271,5,2 - 4,Low,M,4,0 - 4,1320,Small,0,267
8338,C,Road,4,4,229,5,2 - 4,Low,M,9,4 - 10,1361,Small,0,220
8339,E,Road,5,1,291,4,2 - 4,Low,F,3,0 - 4,1663,Small,1,288
8340,D,Road,5,5,261,6,2 - 4,Medium,F,1,0 - 4,1082,Small,0,260
8341,E,Road,6,4,285,4,2 - 4,Medium,F,10,> 10,1422,Small,0,275
8342,A,Road,6,4,262,5,2 - 4,Low,M,9,4 - 10,1369,Small,0,253
8343,B,Road,4,5,219,5,2 - 4,Low,M,2,0 - 4,1260,Small,0,217
8344,C,Road,6,1,302,4,2 - 4,Low,F,1,0 - 4,1622,Small,1,301
8345,E,Road,4,4,269,5,2 - 4,Medium,F,2,0 - 4,1473,Small,0,267
8346,D,Road,5,4,260,5,2 - 4,Low,M,10,> 10,1708,Small,1,250
8347,E,Road,7,2,297,4,2 - 4,Low,F,7,4 - 10,1383,Small,1,290
8348,A,Road,6,1,278,4,2 - 4,Medium,M,6,4 - 10,1576,Small,0,272
8349,B,Road,5,3,265,5,2 - 4,Low,F,3,0 - 4,1005,Small,1,262
8350,C,Road,6,2,286,4,2 - 4,Low,F,5,4 - 10,1248,Small,1,281
8351,E,Road,6,2,248,4,2 - 4,Low,F,10,> 10,1563,Small,1,238
8352,D,Flight,6,5,302,4,2 - 4,Low,F,7,4 - 10,1592,Small,0,295
8353,E,Flight,6,1,272,4,2 - 4,Low,F,2,0 - 4,1018,Small,0,270
8354,A,Flight,6,4,279,4,2 - 4,Low,F,10,> 10,1462,Small,1,269
8355,B,Flight,4,2,255,5,2 - 4,Medium,M,2,0 - 4,1255,Small,0,253
8356,C,Flight,5,4,245,5,2 - 4,Medium,F,4,0 - 4,1771,Small,1,241
8357,E,Flight,4,5,247,5,2 - 4,Medium,M,6,4 - 10,1737,Small,0,241
8358,D,Flight,6,4,275,4,2 - 4,Medium,F,5,4 - 10,1989,Small,0,270
8359,E,Flight,6,3,255,4,2 - 4,Medium,F,8,4 - 10,1805,Small,0,247
8360,A,Flight,6,2,243,4,2 - 4,High,M,2,0 - 4,1665,Small,1,241
8361,B,Flight,4,1,234,6,2 - 4,Low,M,7,4 - 10,1711,Small,0,227
8362,C,Flight,5,2,276,6,2 - 4,Medium,F,6,4 - 10,1043,Small,0,270
8363,E,Flight,5,1,228,5,2 - 4,Low,F,7,4 - 10,1818,Small,0,221
8364,D,Flight,5,5,232,6,2 - 4,Low,M,2,0 - 4,1550,Small,1,230
8365,E,Flight,5,1,248,4,2 - 4,Low,F,6,4 - 10,1944,Small,1,242
8366,A,Flight,5,4,136,4,2 - 4,Low,M,9,4 - 10,5469,Large,0,127
8367,B,Flight,4,3,240,3,2 - 4,Low,F,8,4 - 10,4423,Medium,0,232
8368,C,Flight,4,4,147,3,2 - 4,Medium,M,9,4 - 10,4534,Medium,1,138
8369,E,Flight,4,1,222,2,0 - 2,Low,F,10,> 10,4714,Medium,1,212
8370,D,Flight,3,3,163,3,2 - 4,Medium,M,5,4 - 10,5362,Large,0,158
8371,E,Flight,5,4,254,3,2 - 4,Low,F,4,0 - 4,5611,Large,1,250
8372,A,Flight,4,2,246,3,2 - 4,Medium,M,1,0 - 4,5113,Large,0,245
8373,B,Flight,2,1,168,4,2 - 4,Low,M,6,4 - 10,4800,Large,0,162
8374,C,Ship,4,1,145,3,2 - 4,Medium,M,8,4 - 10,4915,Large,0,137
8375,E,Ship,5,2,224,2,0 - 2,Medium,M,8,4 - 10,4047,Medium,1,216
8376,D,Ship,4,5,248,4,2 - 4,Low,F,2,0 - 4,4427,Medium,0,246
8377,E,Ship,3,3,212,2,0 - 2,Low,M,2,0 - 4,5125,Large,0,210
8378,A,Ship,5,5,268,3,2 - 4,Low,F,8,4 - 10,5480,Large,0,260
8379,B,Ship,4,1,200,3,2 - 4,Medium,F,5,4 - 10,4120,Medium,1,195
8380,C,Ship,5,2,246,3,2 - 4,Low,F,9,4 - 10,5795,Large,0,237
8381,E,Ship,4,3,142,3,2 - 4,Medium,M,1,0 - 4,4900,Large,0,141
8382,D,Ship,4,3,173,4,2 - 4,Low,M,9,4 - 10,5672,Large,0,164
8383,E,Ship,5,3,156,4,2 - 4,Medium,F,8,4 - 10,5868,Large,0,148
8384,A,Ship,3,1,223,2,0 - 2,Low,M,8,4 - 10,5719,Large,1,215
8385,B,Ship,4,5,231,3,2 - 4,Low,F,4,0 - 4,5174,Large,1,227
8386,C,Ship,2,4,264,3,2 - 4,Low,F,1,0 - 4,5437,Large,1,263
8387,E,Ship,4,4,175,5,2 - 4,Low,M,10,> 10,4498,Medium,1,165
8388,D,Ship,2,4,149,5,2 - 4,Medium,F,7,4 - 10,5541,Large,0,142
8389,E,Ship,3,1,226,2,0 - 2,Low,M,7,4 - 10,4703,Medium,0,219
8390,A,Ship,3,1,133,3,2 - 4,Medium,F,5,4 - 10,4538,Medium,0,128
8391,B,Ship,5,2,190,2,0 - 2,Low,M,1,0 - 4,5005,Large,0,189
8392,C,Ship,3,5,238,2,0 - 2,High,M,5,4 - 10,4052,Medium,0,233
8393,E,Ship,6,4,152,3,2 - 4,Low,M,10,> 10,4376,Medium,1,142
8394,D,Ship,3,4,249,3,2 - 4,High,F,10,> 10,5629,Large,1,239
8395,E,Ship,4,3,181,2,0 - 2,Low,F,4,0 - 4,5622,Large,1,177
8396,A,Ship,3,3,239,2,0 - 2,Medium,F,2,0 - 4,5625,Large,0,237
8397,B,Ship,3,1,167,3,2 - 4,Medium,M,10,> 10,4341,Medium,1,157
8398,C,Ship,3,5,246,3,2 - 4,Medium,M,1,0 - 4,5650,Large,1,245
8399,E,Ship,5,1,139,3,2 - 4,Medium,F,1,0 - 4,5953,Large,1,138
8400,D,Ship,5,1,150,4,2 - 4,Low,F,1,0 - 4,5098,Large,0,149
8401,E,Ship,3,3,151,3,2 - 4,Medium,F,1,0 - 4,5297,Large,0,150
8402,A,Ship,4,1,186,3,2 - 4,Low,F,6,4 - 10,4758,Large,0,180
8403,B,Ship,3,4,250,3,2 - 4,Low,M,6,4 - 10,5565,Large,0,244
8404,C,Ship,4,1,162,3,2 - 4,Medium,M,6,4 - 10,4343,Medium,1,156
8405,E,Ship,5,3,135,3,2 - 4,Medium,F,5,4 - 10,4484,Medium,0,130
8406,D,Ship,3,1,238,2,0 - 2,Medium,M,5,4 - 10,4355,Medium,1,233
8407,E,Ship,6,5,167,2,0 - 2,Low,M,10,> 10,4013,Medium,1,157
8408,A,Ship,4,1,269,5,2 - 4,Medium,M,3,0 - 4,4534,Medium,1,266
8409,B,Ship,4,2,187,2,0 - 2,Medium,M,7,4 - 10,4470,Medium,1,180
8410,C,Ship,3,3,241,2,0 - 2,High,M,2,0 - 4,4836,Large,1,239
8411,E,Ship,3,2,168,3,2 - 4,Medium,M,10,> 10,4979,Large,1,158
8412,D,Ship,4,4,273,2,0 - 2,Low,M,1,0 - 4,5759,Large,1,272
8413,E,Ship,4,3,257,3,2 - 4,Low,M,8,4 - 10,4447,Medium,1,249
8414,A,Ship,5,1,205,2,0 - 2,Low,F,3,0 - 4,5682,Large,1,202
8415,B,Ship,4,1,260,5,2 - 4,Low,M,1,0 - 4,5559,Large,1,259
8416,C,Ship,2,1,207,3,2 - 4,Medium,F,10,> 10,5394,Large,0,197
8417,E,Ship,3,1,202,2,0 - 2,Medium,M,7,4 - 10,4598,Medium,0,195
8418,D,Ship,5,1,224,3,2 - 4,Low,M,7,4 - 10,5870,Large,1,217
8419,E,Ship,5,1,193,2,0 - 2,Low,M,8,4 - 10,5184,Large,0,185
8420,A,Ship,5,3,199,3,2 - 4,Low,F,3,0 - 4,4885,Large,1,196
8421,B,Ship,4,3,187,4,2 - 4,Low,M,9,4 - 10,5699,Large,1,178
8422,C,Ship,5,2,208,3,2 - 4,Low,M,6,4 - 10,4744,Large,1,202
8423,E,Ship,3,5,228,2,0 - 2,Medium,F,3,0 - 4,5208,Large,0,225
8424,D,Ship,3,3,160,4,2 - 4,Medium,F,7,4 - 10,5147,Large,0,153
8425,E,Ship,3,1,195,3,2 - 4,Medium,F,3,0 - 4,5961,Large,0,192
8426,A,Ship,3,4,240,2,0 - 2,Medium,F,2,0 - 4,5661,Large,0,238
8427,B,Ship,2,2,271,4,2 - 4,Medium,M,9,4 - 10,4066,Medium,0,262
8428,C,Ship,4,1,236,3,2 - 4,Low,F,8,4 - 10,4114,Medium,0,228
8429,E,Ship,3,2,199,4,2 - 4,Medium,F,1,0 - 4,5660,Large,0,198
8430,D,Ship,3,1,246,2,0 - 2,Low,F,9,4 - 10,4947,Large,0,237
8431,E,Ship,3,1,250,4,2 - 4,Low,F,8,4 - 10,4028,Medium,1,242
8432,A,Ship,4,1,188,2,0 - 2,Low,M,10,> 10,5085,Large,1,178
8433,B,Ship,3,2,256,3,2 - 4,Low,M,1,0 - 4,4932,Large,0,255
8434,C,Ship,3,5,147,3,2 - 4,Medium,M,8,4 - 10,5272,Large,1,139
8435,E,Ship,3,3,234,3,2 - 4,Low,F,6,4 - 10,5652,Large,0,228
8436,D,Ship,3,1,247,4,2 - 4,Low,F,8,4 - 10,5376,Large,1,239
8437,E,Ship,5,1,267,4,2 - 4,Low,M,5,4 - 10,5792,Large,0,262
8438,A,Ship,6,5,246,5,2 - 4,High,F,3,0 - 4,4660,Medium,1,243
8439,B,Ship,4,1,284,4,2 - 4,Low,F,4,0 - 4,4795,Large,1,280
8440,C,Ship,3,3,142,6,2 - 4,Medium,F,2,0 - 4,5748,Large,1,140
8441,E,Ship,3,1,132,2,0 - 2,Medium,M,2,0 - 4,4129,Medium,0,130
8442,D,Ship,3,5,252,2,0 - 2,High,M,4,0 - 4,4098,Medium,1,248
8443,E,Ship,4,1,243,3,2 - 4,High,F,5,4 - 10,5989,Large,0,238
8444,A,Ship,6,4,281,3,2 - 4,Low,F,7,4 - 10,5180,Large,0,274
8445,B,Ship,3,5,142,2,0 - 2,Low,M,6,4 - 10,5974,Large,1,136
8446,C,Ship,3,1,209,2,0 - 2,Low,F,2,0 - 4,4855,Large,0,207
8447,E,Ship,3,3,157,4,2 - 4,Medium,F,7,4 - 10,4487,Medium,1,150
8448,D,Ship,5,1,267,3,2 - 4,Low,M,7,4 - 10,5789,Large,1,260
8449,E,Ship,5,5,177,5,2 - 4,Low,F,1,0 - 4,4379,Medium,1,176
8450,A,Ship,4,3,214,2,0 - 2,Medium,F,6,4 - 10,4345,Medium,0,208
8451,B,Ship,4,3,247,3,2 - 4,Low,F,4,0 - 4,4962,Large,1,243
8452,C,Ship,3,1,268,4,2 - 4,Low,M,10,> 10,5226,Large,1,258
8453,E,Ship,5,3,242,3,2 - 4,Medium,F,6,4 - 10,5013,Large,1,236
8454,D,Ship,2,4,176,3,2 - 4,Low,M,1,0 - 4,4509,Medium,0,175
8455,E,Ship,5,5,231,3,2 - 4,Medium,F,10,> 10,5361,Large,0,221
8456,A,Ship,3,5,124,2,0 - 2,Medium,M,1,0 - 4,5709,Large,1,123
8457,B,Ship,3,2,179,3,2 - 4,Low,M,4,0 - 4,4102,Medium,1,175
8458,C,Ship,4,3,207,3,2 - 4,Low,F,7,4 - 10,4220,Medium,1,200
8459,E,Ship,4,2,128,3,2 - 4,Medium,M,7,4 - 10,5675,Large,1,121
8460,D,Ship,3,5,167,2,0 - 2,Medium,F,8,4 - 10,5083,Large,0,159
8461,E,Ship,3,2,243,4,2 - 4,Medium,M,5,4 - 10,4670,Medium,1,238
8462,A,Ship,4,5,252,4,2 - 4,Low,F,6,4 - 10,4983,Large,0,246
8463,B,Ship,4,1,202,2,0 - 2,Medium,M,10,> 10,5428,Large,1,192
8464,C,Ship,4,3,241,2,0 - 2,Medium,M,3,0 - 4,4636,Medium,1,238
8465,E,Ship,4,5,182,2,0 - 2,Medium,F,10,> 10,5098,Large,1,172
8466,D,Ship,2,2,156,3,2 - 4,Low,F,5,4 - 10,5628,Large,1,151
8467,E,Road,4,4,266,3,2 - 4,Low,F,6,4 - 10,5758,Large,1,260
8468,A,Road,4,1,228,3,2 - 4,Low,F,9,4 - 10,4678,Medium,0,219
8469,B,Road,4,5,210,4,2 - 4,Low,M,3,0 - 4,5432,Large,1,207
8470,C,Road,3,5,135,2,0 - 2,Medium,M,7,4 - 10,5331,Large,0,128
8471,E,Road,4,5,248,2,0 - 2,Medium,M,4,0 - 4,4789,Large,1,244
8472,D,Road,3,3,227,3,2 - 4,Medium,M,3,0 - 4,5644,Large,0,224
8473,E,Road,3,2,257,3,2 - 4,Medium,M,2,0 - 4,5486,Large,1,255
8474,A,Road,4,5,199,3,2 - 4,Low,M,2,0 - 4,4462,Medium,0,197
8475,B,Road,4,3,232,2,0 - 2,Low,M,1,0 - 4,5398,Large,0,231
8476,C,Road,5,1,258,6,2 - 4,Low,F,7,4 - 10,4344,Medium,0,251
8477,E,Road,5,1,268,3,2 - 4,Medium,F,5,4 - 10,5663,Large,0,263
8478,D,Road,3,4,260,5,2 - 4,Low,M,2,0 - 4,4461,Medium,0,258
8479,E,Road,4,2,190,2,0 - 2,Medium,F,1,0 - 4,4020,Medium,1,189
8480,A,Road,5,5,176,3,2 - 4,Medium,F,8,4 - 10,5335,Large,1,168
8481,B,Road,3,2,227,2,0 - 2,Low,M,10,> 10,5401,Large,0,217
8482,C,Road,6,4,150,5,2 - 4,Medium,F,8,4 - 10,4709,Medium,0,142
8483,E,Road,3,2,160,2,0 - 2,High,M,4,0 - 4,4376,Medium,0,156
8484,D,Road,6,3,113,2,0 - 2,Medium,F,4,0 - 4,5130,Large,1,109
8485,E,Road,5,1,145,3,2 - 4,Low,F,5,4 - 10,5019,Large,0,140
8486,A,Road,4,4,206,3,2 - 4,Low,M,2,0 - 4,5572,Large,1,204
8487,B,Road,3,1,207,3,2 - 4,Low,F,5,4 - 10,4643,Medium,1,202
8488,C,Road,3,3,133,2,0 - 2,Medium,M,8,4 - 10,4241,Medium,0,125
8489,E,Flight,3,5,261,3,2 - 4,Low,F,10,> 10,4224,Medium,1,251
8490,D,Flight,4,1,194,2,0 - 2,Medium,F,1,0 - 4,4198,Medium,0,193
8491,E,Flight,3,1,244,3,2 - 4,Medium,M,6,4 - 10,4062,Medium,1,238
8492,A,Flight,4,5,150,3,2 - 4,Low,M,5,4 - 10,4512,Medium,0,145
8493,B,Flight,3,1,267,2,0 - 2,Low,M,7,4 - 10,4486,Medium,1,260
8494,C,Flight,3,2,251,2,0 - 2,Medium,F,4,0 - 4,4074,Medium,0,247
8495,E,Flight,4,2,185,3,2 - 4,Low,M,8,4 - 10,4322,Medium,1,177
8496,D,Flight,2,1,112,5,2 - 4,Low,F,1,0 - 4,4543,Medium,0,111
8497,E,Flight,3,2,264,4,2 - 4,Medium,M,1,0 - 4,4877,Large,0,263
8498,A,Flight,5,4,274,3,2 - 4,Low,M,1,0 - 4,5017,Large,1,273
8499,B,Flight,4,5,234,3,2 - 4,Medium,F,10,> 10,4204,Medium,1,224
8500,C,Flight,3,1,157,2,0 - 2,Medium,M,7,4 - 10,5560,Large,0,150
8501,E,Flight,6,1,247,6,2 - 4,Medium,F,6,4 - 10,4691,Medium,0,241
8502,D,Flight,5,1,179,2,0 - 2,High,M,8,4 - 10,5301,Large,1,171
8503,E,Flight,3,1,202,2,0 - 2,Medium,F,10,> 10,4412,Medium,1,192
8504,A,Flight,4,2,148,2,0 - 2,Medium,M,3,0 - 4,4651,Medium,0,145
8505,B,Flight,5,1,183,6,2 - 4,Medium,F,2,0 - 4,5082,Large,0,181
8506,C,Flight,3,2,229,3,2 - 4,Medium,M,9,4 - 10,4491,Medium,1,220
8507,E,Flight,3,4,196,4,2 - 4,Low,M,5,4 - 10,4749,Large,1,191
8508,D,Flight,3,3,264,3,2 - 4,Low,F,6,4 - 10,5482,Large,1,258
8509,E,Flight,3,2,233,4,2 - 4,Medium,M,1,0 - 4,5886,Large,0,232
8510,A,Flight,3,1,166,2,0 - 2,Low,F,7,4 - 10,4375,Medium,0,159
8511,B,Ship,5,3,185,2,0 - 2,Low,M,2,0 - 4,5420,Large,0,183
8512,C,Ship,3,5,184,3,2 - 4,Low,F,2,0 - 4,4357,Medium,1,182
8513,E,Ship,6,3,98,6,2 - 4,Low,M,9,4 - 10,4787,Large,1,89
8514,D,Ship,3,2,177,2,0 - 2,High,F,7,4 - 10,4764,Large,1,170
8515,E,Ship,3,5,193,2,0 - 2,Low,F,10,> 10,5776,Large,0,183
8516,A,Ship,3,3,165,2,0 - 2,Medium,M,1,0 - 4,4768,Large,0,164
8517,B,Ship,4,4,183,4,2 - 4,Low,F,6,4 - 10,4562,Medium,1,177
8518,C,Ship,4,4,161,3,2 - 4,Low,M,2,0 - 4,5257,Large,0,159
8519,E,Ship,2,1,238,2,0 - 2,Low,F,4,0 - 4,4992,Large,0,234
8520,D,Ship,3,5,191,4,2 - 4,Low,M,4,0 - 4,4008,Medium,1,187
8521,E,Ship,3,2,165,3,2 - 4,Low,M,6,4 - 10,5642,Large,0,159
8522,A,Ship,3,5,233,2,0 - 2,Medium,M,1,0 - 4,4913,Large,0,232
8523,B,Ship,4,1,234,2,0 - 2,Medium,M,4,0 - 4,5066,Large,1,230
8524,C,Ship,4,1,252,3,2 - 4,Medium,M,4,0 - 4,5540,Large,0,248
8525,E,Ship,3,1,155,3,2 - 4,Low,F,9,4 - 10,5539,Large,0,146
8526,D,Ship,3,5,269,8,2 - 4,Medium,M,8,4 - 10,4462,Medium,0,261
8527,E,Ship,4,5,224,2,0 - 2,Low,M,8,4 - 10,5871,Large,0,216
8528,A,Ship,5,3,230,3,2 - 4,Medium,F,7,4 - 10,4844,Large,0,223
8529,B,Ship,4,5,253,3,2 - 4,Low,F,9,4 - 10,4205,Medium,0,244
8530,C,Ship,5,2,181,3,2 - 4,Low,M,4,0 - 4,4323,Medium,0,177
8531,E,Ship,4,2,233,4,2 - 4,High,F,1,0 - 4,4316,Medium,0,232
8532,D,Ship,4,1,243,5,2 - 4,Medium,F,1,0 - 4,4624,Medium,1,242
8533,E,Ship,5,4,271,2,0 - 2,Medium,F,6,4 - 10,4801,Large,1,265
8534,A,Ship,4,3,134,4,2 - 4,Low,F,5,4 - 10,4507,Medium,1,129
